"調查年度",90,"放養面積","(公頃)"
"魚種名稱","文蛤","放養數量","(尾、粒、隻)"
"所屬縣市","養殖口數",,"養殖面積（公頃）",,,,"放養數量"
,"單養","混養","單養","混養","合　計","百分比(%)","單養","混養"
"全國","0","0","0","0","0","0","0","0"
"屏東縣","0","0","0","0","0","0","0","0"
"臺南縣","0","593","0","557.3022","557.3022","10.49","0","513,640,700"
"雲林縣","110","3,224","30.5675","2,611.1102","2,641.6777","49.73","57,328,100","4,383,163,780"
"嘉義縣","29","924","14.4122","737.2141","751.6263","14.15","10,650,000","785,100,000"
"高雄縣","0","1","0","0.1830","0.1830","0.00","0","200,000"
"彰化縣","1,603","438","1,044.5603","316.2816","1,360.8419","25.62","1,392,670,880","604,744,200"
"臺南市","0","0","0","0","0","0","0","0"
"宜蘭縣","0","1","0","0.1570","0.1570","0.00","0","1,000"
"桃園縣","0","0","0","0","0","0","0","0"
"花蓮縣","0","0","0","0","0","0","0","0"
"臺東縣","0","0","0","0","0","0","0","0"
"澎湖縣","0","0","0","0","0","0","0","0"
"新竹縣","0","0","0","0","0","0","0","0"
"南投縣","0","0","0","0","0","0","0","0"
"臺北縣","0","0","0","0","0","0","0","0"
"新竹市","0","0","0","0","0","0","0","0"
"苗栗縣","0","0","0","0","0","0","0","0"
"臺中縣","0","0","0","0","0","0","0","0"
"嘉義市","0","0","0","0","0","0","0","0"
"高雄市","0","0","0","0","0","0","0","0"
"臺北市","0","0","0","0","0","0","0","0"
"臺中市","0","0","0","0","0","0","0","0"
"基隆市","0","0","0","0","0","0","0","0"
"連江縣","0","0","0","0","0","0","0","0"
"金門縣","0","0","0","0","0","0","0","0"
"合　計","1,742","5,181","1,089.5400","4,222.2481","5,311.7881","100.00","1,460,648,980","6,286,849,680"
"土地權利別"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"室內","0","2","0","1.9001","1.9001","0.04"
"室外","1,739","5,177","1,085.9535","4,219.4016","5,305.3551","99.88"
"兼有","3","2","3.5865","0.9464","4.5329","0.09"
"經營型態"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"魚苗繁殖","15","183","16.4345","121.7287","138.1632","2.60"
"中間養成","326","574","225.2769","577.3341","802.6110","15.11"
"成魚養成","1,376","4,253","833.2830","3,381.9110","4,215.1940","79.36"
"蓄養可上市之成魚","25","171","14.5456","141.2743","155.8199","2.93"
"養殖池水"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"淡水","1","10","0.9345","10.2892","11.2237","0.31"
"鹹水","0","0","0","0","0","0"
"半淡鹹水","1,248","3,402","704.1839","2,868.4871","3,572.6710","99.69"
"擬收獲期"
"預定收獲月份","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"今年5月","66","6","59.9754","3.8608","63.8362","1.20"
"今年6月","98","39","75.7888","26.7207","102.5095","1.93"
"今年7月","72","93","44.8592","79.6293","124.4885","2.34"
"今年8月","144","163","88.4006","138.1507","226.5513","4.27"
"今年9月","237","354","145.0294","274.2578","419.2872","7.89"
"今年10月","327","625","195.3610","437.1155","632.4765","11.91"
"今年11月","198","1,010","103.7804","757.1260","860.9064","16.21"
"今年12月","160","1,563","96.1322","1,328.5981","1,424.7303","26.82"
"明年1月","60","391","34.9178","364.8587","399.7765","7.53"
"明年2月","87","319","58.1670","262.1123","320.2793","6.03"
"明年3月","62","271","34.4323","239.4907","273.9230","5.16"
"明年4月","65","175","39.6605","154.8724","194.5329","3.66"
"明年5月","47","78","28.3148","80.8440","109.1588","2.06"
"明年6月","81","30","64.7618","25.0782","89.8400","1.69"
"明年7月","21","15","13.5800","10.2072","23.7872","0.45"
"明年8月","7","21","3.0251","19.9180","22.9431","0.43"
"明年9月","4","20","1.3416","13.6330","14.9746","0.28"
"明年10月","4","5","1.3653","3.1873","4.5526","0.09"
"明年11月","1","1","0.1694","0.3806","0.5500","0.01"
"明年12月","1","2","0.4774","2.2068","2.6842","0.05"
"後年","0","0","0","0","0","0"
