"調查年度",90,"放養面積","(公頃)"
"魚種名稱","斑節蝦","放養數量","(尾、粒、隻)"
"所屬縣市","養殖口數",,"養殖面積（公頃）",,,,"放養數量"
,"單養","混養","單養","混養","合　計","百分比(%)","單養","混養"
"全國","0","0","0","0","0","0","0","0"
"屏東縣","9","0","1.3215","0","1.3215","7.62","1,762,700","4,440,000"
"臺南縣","0","0","0","0","0","0","0","0"
"雲林縣","0","0","0","0","0","0","0","47,525,000"
"嘉義縣","0","0","0","0","0","0","0","0"
"高雄縣","8","0","0.9221","0","0.9221","5.32","1,300,000","0"
"彰化縣","0","0","0","0","0","0","0","0"
"臺南市","0","0","0","0","0","0","0","0"
"宜蘭縣","33","2","9.1658","1.4052","10.5710","60.95","4,270,000","265,000"
"桃園縣","0","0","0","0","0","0","0","0"
"花蓮縣","0","0","0","0","0","0","0","0"
"臺東縣","19","0","4.5292","0","4.5292","26.11","7,010,000","0"
"澎湖縣","0","0","0","0","0","0","0","0"
"新竹縣","0","0","0","0","0","0","0","0"
"南投縣","0","0","0","0","0","0","0","0"
"臺北縣","0","0","0","0","0","0","0","0"
"新竹市","0","0","0","0","0","0","0","0"
"苗栗縣","0","0","0","0","0","0","0","0"
"臺中縣","0","0","0","0","0","0","0","0"
"嘉義市","0","0","0","0","0","0","0","0"
"高雄市","0","0","0","0","0","0","0","0"
"臺北市","0","0","0","0","0","0","0","0"
"臺中市","0","0","0","0","0","0","0","0"
"基隆市","0","0","0","0","0","0","0","0"
"連江縣","0","0","0","0","0","0","0","0"
"金門縣","0","0","0","0","0","0","0","0"
"合　計","69","2","15.9386","1.4052","17.3438","100.00","14,342,700","52,230,000"
"土地權利別"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"室內","0","0","0","0","0","0"
"室外","69","2","15.9386","1.4052","17.3438","100.00"
"兼有","0","0","0","0","0","0"
"經營型態"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"魚苗繁殖","3","0","0.6208","0","0.6208","3.58"
"中間養成","51","2","12.0463","1.4052","13.4515","77.56"
"成魚養成","14","0","3.1319","0","3.1319","18.06"
"蓄養可上市之成魚","1","0","0.1396","0","0.1396","0.80"
"養殖池水"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"淡水","0","0","0","0","0","0"
"鹹水","0","0","0","0","0","0"
"半淡鹹水","43","2","11.3464","1.4052","12.7516","100.00"
"擬收獲期"
"預定收獲月份","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"今年5月","0","0","0","0","0","0"
"今年6月","0","0","0","0","0","0"
"今年7月","3","1","0.3551","0.9161","1.2712","7.33"
"今年8月","5","0","1.4915","0","1.4915","8.60"
"今年9月","9","0","2.7319","0","2.7319","15.75"
"今年10月","15","0","3.1802","0","3.1802","18.34"
"今年11月","7","0","2.1463","0","2.1463","12.38"
"今年12月","6","1","1.2053","0.4891","1.6944","9.77"
"明年1月","4","0","0.7173","0","0.7173","4.14"
"明年2月","16","0","3.3957","0","3.3957","19.58"
"明年3月","3","0","0.6592","0","0.6592","3.80"
"明年4月","0","0","0","0","0","0"
"明年5月","1","0","0.0561","0","0.0561","0.32"
"明年6月","0","0","0","0","0","0"
"明年7月","0","0","0","0","0","0"
"明年8月","0","0","0","0","0","0"
"明年9月","0","0","0","0","0","0"
"明年10月","0","0","0","0","0","0"
"明年11月","0","0","0","0","0","0"
"明年12月","0","0","0","0","0","0"
"後年","0","0","0","0","0","0"
