"調查年度",91,"放養面積","(公頃)"
"魚種名稱","斑節蝦","放養數量","(尾、粒、隻)"
"所屬縣市","養殖口數",,"養殖面積（公頃）",,,,"放養數量"
,"單養","混養","單養","混養","合　計","百分比(%)","單養","混養"
"全國","0","0","0","0","0","0","0","0"
"屏東縣","149","1","17.2100","0.6700","17.8800","69.49","7,289,360","6,290,000"
"臺南縣","0","0","0","0","0","0","0","0"
"雲林縣","0","0","0","0","0","0","0","72,460,000"
"嘉義縣","0","0","0","0","0","0","0","0"
"高雄縣","8","0","0.9200","0","0.9200","3.58","1,470,000","5,000"
"彰化縣","3","0","0.3000","0","0.3000","1.17","35,000","0"
"臺南市","11","0","5.9300","0","5.9300","23.05","3,210,000","0"
"宜蘭縣","0","0","0","0","0","0","0","0"
"桃園縣","0","0","0","0","0","0","0","0"
"花蓮縣","0","0","0","0","0","0","0","0"
"臺東縣","8","0","0.7000","0","0.7000","2.72","3,200,000","0"
"澎湖縣","0","0","0","0","0","0","0","0"
"新竹縣","0","0","0","0","0","0","0","0"
"南投縣","0","0","0","0","0","0","0","0"
"臺北縣","0","0","0","0","0","0","0","0"
"新竹市","0","0","0","0","0","0","0","0"
"苗栗縣","0","0","0","0","0","0","0","0"
"臺中縣","0","0","0","0","0","0","0","0"
"嘉義市","0","0","0","0","0","0","0","0"
"高雄市","0","0","0","0","0","0","0","0"
"臺北市","0","0","0","0","0","0","0","0"
"臺中市","0","0","0","0","0","0","0","0"
"基隆市","0","0","0","0","0","0","0","0"
"連江縣","0","0","0","0","0","0","0","0"
"金門縣","0","0","0","0","0","0","0","0"
"合　計","179","1","25.0600","0.6700","25.7300","100.00","15,204,360","78,755,000"
"土地權利別"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"室內","0","0","0","0","0","0"
"室外","179","1","25.0600","0.6700","25.7300","100.00"
"兼有","0","0","0","0","0","0"
"經營型態"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"魚苗繁殖","46","0","6.2700","0","6.2700","24.37"
"中間養成","49","0","5.3300","0","5.3300","20.72"
"成魚養成","61","1","11.2000","0.6700","11.8700","46.13"
"蓄養可上市之成魚","23","0","2.2600","0","2.2600","8.78"
"養殖池水"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"淡水","3","0","0.3000","0","0.3000","1.87"
"鹹水","0","0","0","0","0","0"
"半淡鹹水","139","0","15.7700","0","15.7700","98.13"
"擬收獲期"
"預定收獲月份","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"今年5月","0","0","0","0","0","0"
"今年6月","15","0","1.1900","0","1.1900","4.62"
"今年7月","16","0","1.3900","0","1.3900","5.40"
"今年8月","33","0","4.2700","0","4.2700","16.60"
"今年9月","32","0","3.6700","0","3.6700","14.26"
"今年10月","29","1","7.5400","0.6700","8.2100","31.91"
"今年11月","25","0","3.3700","0","3.3700","13.10"
"今年12月","6","0","1.0500","0","1.0500","4.08"
"明年1月","14","0","1.5000","0","1.5000","5.83"
"明年2月","1","0","0.1600","0","0.1600","0.62"
"明年3月","4","0","0.4700","0","0.4700","1.83"
"明年4月","0","0","0","0","0","0"
"明年5月","0","0","0","0","0","0"
"明年6月","0","0","0","0","0","0"
"明年7月","1","0","0.1000","0","0.1000","0.39"
"明年8月","0","0","0","0","0","0"
"明年9月","1","0","0.0500","0","0.0500","0.19"
"明年10月","0","0","0","0","0","0"
"明年11月","1","0","0.2400","0","0.2400","0.93"
"明年12月","1","0","0.0600","0","0.0600","0.23"
"後年","0","0","0","0","0","0"
