"調查年度",91,"放養面積","(公頃)"
"魚種名稱","烏魚","放養數量","(尾、粒、隻)"
"所屬縣市","養殖口數",,"養殖面積（公頃）",,,,"放養數量"
,"單養","混養","單養","混養","合　計","百分比(%)","單養","混養"
"全國","0","0","0","0","0","0","0","0"
"屏東縣","27","5","5.9400","1.3900","7.3300","1.59","758,660","58,500"
"臺南縣","179","233","106.2300","181.7600","287.9900","62.58","1,216,100","4,139,800"
"雲林縣","24","1","10.1100","0.9600","11.0700","2.41","157,700","7,000"
"嘉義縣","170","48","74.9800","23.3000","98.2800","21.36","1,549,000","624,100"
"高雄縣","35","9","14.9000","2.8900","17.7900","3.87","518,000","136,000"
"彰化縣","55","1","18.9700","0.1900","19.1600","4.16","360,300","7,100"
"臺南市","17","17","8.8800","8.1800","17.0600","3.71","201,500","242,000"
"宜蘭縣","4","0","1.4900","0","1.4900","0.32","34,000","0"
"桃園縣","0","0","0","0","0","0","0","0"
"花蓮縣","0","0","0","0","0","0","0","0"
"臺東縣","0","0","0","0","0","0","0","0"
"澎湖縣","0","0","0","0","0","0","0","0"
"新竹縣","0","0","0","0","0","0","0","0"
"南投縣","0","0","0","0","0","0","0","0"
"臺北縣","0","0","0","0","0","0","0","0"
"新竹市","0","0","0","0","0","0","0","0"
"苗栗縣","0","0","0","0","0","0","0","0"
"臺中縣","0","0","0","0","0","0","0","0"
"嘉義市","0","0","0","0","0","0","0","0"
"高雄市","0","0","0","0","0","0","0","0"
"臺北市","0","0","0","0","0","0","0","0"
"臺中市","0","0","0","0","0","0","0","0"
"基隆市","0","0","0","0","0","0","0","0"
"連江縣","0","0","0","0","0","0","0","0"
"金門縣","0","0","0","0","0","0","0","0"
"合　計","511","314","241.5000","218.6700","460.1700","100.00","4,795,260","5,214,500"
"土地權利別"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"室內","0","0","0","0","0","0"
"室外","511","314","241.5000","218.6700","460.1700","100.00"
"兼有","0","0","0","0","0","0"
"經營型態"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"魚苗繁殖","2","2","0.3400","0.0800","0.4200","0.09"
"中間養成","73","13","32.5300","6.9000","39.4300","8.57"
"成魚養成","422","295","201.8500","208.2600","410.1100","89.12"
"蓄養可上市之成魚","14","4","6.7800","3.4300","10.2100","2.22"
"養殖池水"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"淡水","188","97","84.3000","59.3300","143.6300","49.55"
"鹹水","0","0","0","0","0","0"
"半淡鹹水","149","100","71.5800","74.6300","146.2100","50.45"
"擬收獲期"
"預定收獲月份","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"今年5月","1","0","0.7700","0","0.7700","0.17"
"今年6月","3","0","1.0600","0","1.0600","0.23"
"今年7月","2","3","1.1300","2.0800","3.2100","0.70"
"今年8月","17","9","7.7500","6.7200","14.4700","3.14"
"今年9月","7","5","3.6300","4.0300","7.6600","1.66"
"今年10月","40","15","17.8500","10.7600","28.6100","6.22"
"今年11月","99","124","49.1600","83.6000","132.7600","28.85"
"今年12月","131","63","57.9700","32.7400","90.7100","19.71"
"明年1月","28","10","12.8000","6.6800","19.4800","4.23"
"明年2月","18","11","7.1700","6.5000","13.6700","2.97"
"明年3月","13","2","5.1600","0.4100","5.5700","1.21"
"明年4月","1","0","0.5300","0","0.5300","0.12"
"明年5月","1","0","0.2700","0","0.2700","0.06"
"明年6月","0","0","0","0","0","0"
"明年7月","0","0","0","0","0","0"
"明年8月","1","1","0.2000","0.3500","0.5500","0.12"
"明年9月","5","0","5.0800","0","5.0800","1.10"
"明年10月","8","0","4.7000","0","4.7000","1.02"
"明年11月","68","54","40.4100","55.5700","95.9800","20.86"
"明年12月","18","13","6.5700","8.0400","14.6100","3.17"
"後年","50","4","19.2900","1.1900","20.4800","4.45"
