"調查年度",92,"放養面積","(公頃)"
"魚種名稱","鰻魚","放養數量","(尾、粒、隻)"
"所屬縣市","養殖口數",,"養殖面積（公頃）",,,,"放養數量"
,"單養","混養","單養","混養","合　計","百分比(%)","單養","混養"
"全國","0","0","0","0","0","0","0","0"
"屏東縣","12","4","1.1900","0.8700","2.0600","0.18","178,100","9,000"
"臺南縣","383","0","168.7700","0","168.7700","14.38","9,491,400","0"
"雲林縣","2,045","0","328.0500","0","328.0500","27.96","28,358,258","0"
"嘉義縣","2,126","9","616.3400","2.7700","619.1100","52.77","64,619,480","560,000"
"高雄縣","82","7","37.2900","2.4900","39.7800","3.39","4,586,600","220,000"
"彰化縣","44","0","7.3600","0","7.3600","0.63","1,405,200","0"
"臺南市","12","3","5.8700","1.6600","7.5300","0.64","1,300,000","44,100"
"宜蘭縣","3","1","0.6200","0","0.6200","0.05","53,800","45,300"
"桃園縣","0","0","0","0","0","0","0","0"
"花蓮縣","0","0","0","0","0","0","0","0"
"臺東縣","0","0","0","0","0","0","0","0"
"澎湖縣","0","0","0","0","0","0","0","0"
"新竹縣","0","0","0","0","0","0","0","0"
"南投縣","0","0","0","0","0","0","0","0"
"臺北縣","0","0","0","0","0","0","0","0"
"新竹市","0","0","0","0","0","0","0","0"
"苗栗縣","0","0","0","0","0","0","0","0"
"臺中縣","0","0","0","0","0","0","0","0"
"嘉義市","0","0","0","0","0","0","0","0"
"高雄市","0","0","0","0","0","0","0","0"
"臺北市","0","0","0","0","0","0","0","0"
"臺中市","0","0","0","0","0","0","0","0"
"基隆市","0","0","0","0","0","0","0","0"
"連江縣","0","0","0","0","0","0","0","0"
"金門縣","0","0","0","0","0","0","0","0"
"合　計","4,707","24","1,165.4900","7.7900","1,173.2800","100.00","109,992,838","878,400"
"土地權利別"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"室內","0","0","0","0","0","0"
"室外","4,707","24","1,165.4900","7.7900","1,173.2800","100.00"
"兼有","0","0","0","0","0","0"
"經營型態"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"魚苗繁殖","21","0","4.2400","0","4.2400","0.36"
"中間養成","2,295","1","394.7900","0.3400","395.1300","33.68"
"成魚養成","2,232","22","718.7700","7.4500","726.2200","61.90"
"蓄養可上市之成魚","159","1","47.6900","0","47.6900","4.06"
"養殖池水"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"淡水","4,591","11","1,132.6300","3.8000","1,136.4300","97.05"
"鹹水","0","0","0","0","0","0"
"半淡鹹水","115","9","32.5700","2.0300","34.6000","2.95"
"擬收獲期"
"預定收獲月份","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"今年5月","49","0","17.4500","0","17.4500","1.49"
"今年6月","173","0","41.0500","0","41.0500","3.50"
"今年7月","567","2","121.1400","0.1800","121.3200","10.34"
"今年8月","1,239","4","238.7700","1.0800","239.8500","20.44"
"今年9月","773","3","186.5200","0.8700","187.3900","15.97"
"今年10月","636","4","181.4700","1.2500","182.7200","15.57"
"今年11月","457","4","129.8100","1.1400","130.9500","11.16"
"今年12月","298","5","83.1000","1.3700","84.4700","7.20"
"明年1月","130","0","42.3100","0","42.3100","3.61"
"明年2月","185","0","64.9700","0","64.9700","5.54"
"明年3月","95","1","27.8300","0.3400","28.1700","2.40"
"明年4月","31","0","8.6000","0","8.6000","0.73"
"明年5月","16","0","4.3800","0","4.3800","0.37"
"明年6月","17","0","4.4300","0","4.4300","0.38"
"明年7月","9","0","3.4500","0","3.4500","0.29"
"明年8月","3","0","0.8400","0","0.8400","0.07"
"明年9月","10","0","2.7800","0","2.7800","0.24"
"明年10月","10","0","3.8800","0","3.8800","0.33"
"明年11月","5","0","1.8400","0","1.8400","0.16"
"明年12月","3","1","0.7200","1.5600","2.2800","0.19"
"後年","1","0","0.1500","0","0.1500","0.01"
