"調查年度",95,"放養面積","672.9452(公頃)"
"魚種名稱","鰻魚","放養數量","113,014,447(尾、粒、隻)"
"所屬縣市","養殖口數",,"養殖面積（公頃）",,,,"放養數量"
,"單養","混養","單養","混養","合　計","百分比(%)","單養","混養"
"合　計","2,696","143","672.9452","57.9996","730.9448","100.00","113,014,447","11,660,557"
"屏東縣","55","0","8.3026","0","8.3026","1.14","3,232,000","0"
"臺南縣","266","81","103.6686","38.5455","142.2141","19.46","13,540,000","2,806,000"
"雲林縣","646","2","121.1224","0.6986","121.8210","16.67","23,278,485","11,000"
"嘉義縣","1,418","59","381.8279","18.2927","400.1206","54.74","62,838,222","8,591,223"
"高雄縣","87","0","32.6078","0","32.6078","4.46","3,946,000","210,034"
"彰化縣","218","0","24.7333","0","24.7333","3.38","5,794,740","0"
"臺南市","0","0","0","0","0","0","0","0"
"宜蘭縣","2","0","0.1455","0","0.1455","0.02","65,000","0"
"桃園縣","0","0","0","0","0","0","0","10,000"
"花蓮縣","3","0","0.2462","0","0.2462","0.03","290,000","0"
"臺東縣","0","0","0","0","0","0","0","0"
"澎湖縣","0","0","0","0","0","0","0","0"
"新竹縣","0","0","0","0","0","0","0","0"
"南投縣","0","1","0","0.4628","0.4628","0.06","0","32,300"
"臺北縣","0","0","0","0","0","0","0","0"
"新竹市","0","0","0","0","0","0","0","0"
"苗栗縣","0","0","0","0","0","0","0","0"
"臺中縣","1","0","0.2909","0","0.2909","0.04","30,000","0"
"嘉義市","0","0","0","0","0","0","0","0"
"高雄市","0","0","0","0","0","0","0","0"
"臺北市","0","0","0","0","0","0","0","0"
"臺中市","0","0","0","0","0","0","0","0"
"基隆市","0","0","0","0","0","0","0","0"
"連江縣","0","0","0","0","0","0","0","0"
"金門縣","0","0","0","0","0","0","0","0"
"土地權利別"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"公有","9","0","1.1083","0","1.1083","0.15"
"自有","2,186","136","533.9351","54.3920","588.3271","81.30"
"公有租用","52","5","13.0560","2.7600","15.8160","2.19"
"私有租用","410","1","117.9889","0.3848","118.3737","16.36"
"私有","20","0","0","0","0","0"
"經營型態"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"魚苗繁殖","81","0","20.0427","0","20.0427","2.74"
"中間養成","856","2","186.9753","0.6986","187.6739","25.68"
"成魚養成","1,759","141","465.9272","57.3010","523.2282","71.58"
"養殖池水"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"淡水","2,472","79","611.0544","26.7988","637.8532","87.26"
"純海水","29","48","7.0885","23.3622","30.4507","4.17"
"半淡鹹水","195","16","54.8023","7.8386","62.6409","8.57"
"擬收獲期"
"預定收獲月份","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"今年5月","4","1","1.1721","0.3604","1.5325","0.21"
"今年6月","23","0","9.0330","0","9.0330","1.24"
"今年7月","54","0","18.2916","0","18.2916","2.50"
"今年8月","28","0","9.1585","0","9.1585","1.25"
"今年9月","7","10","2.9428","5.3082","8.2510","1.13"
"今年10月","99","2","36.9958","1.6331","38.6289","5.28"
"今年11月","90","1","22.1763","0.3848","22.5611","3.09"
"今年12月","460","32","116.9447","9.8582","126.8029","17.35"
"明年1月","126","9","29.6007","2.3064","31.9071","4.37"
"明年2月","148","5","37.9458","2.3433","40.2891","5.51"
"明年3月","327","3","84.0167","0.6244","84.6411","11.58"
"明年4月","302","25","67.7832","9.3192","77.1024","10.55"
"明年5月","415","51","108.3273","24.2122","132.5395","18.13"
"明年6月","147","1","34.2389","0.2898","34.5287","4.72"
"明年7月","116","0","24.7292","0","24.7292","3.38"
"明年8月","54","1","14.0199","0.4855","14.5054","1.98"
"明年9月","13","0","3.4955","0","3.4955","0.48"
"明年10月","8","1","2.5610","0.4113","2.9723","0.41"
"明年11月","25","0","9.8403","0","9.8403","1.35"
"明年12月","94","0","18.0091","0","18.0091","2.46"
"後年","114","1","17.1012","0.4628","17.5640","2.40"
"今年4月","5","0","0.9787","0","0.9787","0.13"
"今年1月","8","0","1.7636","0","1.7636","0.24"
"今年3月","9","0","1.8193","0","1.8193","0.25"
"今年2月","0","0","0","0","0","0"
