"調查年度",90,"放養面積","(公頃)"
"魚種名稱","鰻魚","放養數量","(尾、粒、隻)"
"所屬縣市","養殖口數",,"養殖面積（公頃）",,,,"放養數量"
,"單養","混養","單養","混養","合　計","百分比(%)","單養","混養"
"全國","0","0","0","0","0","0","0","0"
"屏東縣","687","4","106.1436","0.5918","106.7354","5.64","14,963,970","13,500"
"臺南縣","443","2","227.7994","1.1766","228.9760","12.10","9,519,980","45,000"
"雲林縣","2,224","4","515.0455","4.6059","519.6514","27.47","53,749,530","424,100"
"嘉義縣","2,071","5","608.1649","2.2374","610.4023","32.26","54,442,440","42,000"
"高雄縣","515","6","218.3480","1.4796","219.8276","11.62","16,377,580","111,000"
"彰化縣","1,492","7","197.8314","1.1996","199.0310","10.52","30,082,800","141,585"
"臺南市","12","0","3.9344","0","3.9344","0.21","221,000","0"
"宜蘭縣","22","0","3.4060","0","3.4060","0.18","455,300","32,000"
"桃園縣","0","0","0","0","0","0","0","0"
"花蓮縣","0","0","0","0","0","0","0","0"
"臺東縣","0","0","0","0","0","0","0","0"
"澎湖縣","0","0","0","0","0","0","0","0"
"新竹縣","0","0","0","0","0","0","0","0"
"南投縣","0","0","0","0","0","0","0","0"
"臺北縣","0","0","0","0","0","0","0","0"
"新竹市","0","0","0","0","0","0","0","0"
"苗栗縣","0","0","0","0","0","0","0","0"
"臺中縣","0","0","0","0","0","0","0","0"
"嘉義市","0","0","0","0","0","0","0","0"
"高雄市","0","0","0","0","0","0","0","0"
"臺北市","0","0","0","0","0","0","0","0"
"臺中市","0","0","0","0","0","0","0","0"
"基隆市","0","0","0","0","0","0","0","0"
"連江縣","0","0","0","0","0","0","0","0"
"金門縣","0","0","0","0","0","0","0","0"
"合　計","7,466","28","1,880.6732","11.2909","1,891.9641","100.00","179,812,600","809,185"
"土地權利別"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"室內","16","0","3.3664","0","3.3664","0.18"
"室外","6,869","28","1,789.0541","11.2909","1,800.3450","95.16"
"兼有","581","0","88.2527","0","88.2527","4.66"
"經營型態"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"魚苗繁殖","161","1","39.2790","0.1487","39.4277","2.08"
"中間養成","1,595","2","318.7787","0.6584","319.4371","16.88"
"成魚養成","5,065","22","1,349.8367","9.2673","1,359.1040","71.84"
"蓄養可上市之成魚","645","3","172.7788","1.2165","173.9953","9.20"
"養殖池水"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"淡水","7,386","16","1,854.4801","7.4832","1,861.9633","98.80"
"鹹水","0","0","0","0","0","0"
"半淡鹹水","61","10","19.1716","3.3647","22.5363","1.20"
"擬收獲期"
"預定收獲月份","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"今年5月","16","0","3.1503","0","3.1503","0.17"
"今年6月","130","0","33.4652","0","33.4652","1.77"
"今年7月","491","2","113.8064","1.8160","115.6224","6.11"
"今年8月","825","1","215.5615","0.3496","215.9111","11.41"
"今年9月","1,069","0","322.9218","0","322.9218","17.07"
"今年10月","1,135","2","300.8841","0.8111","301.6952","15.95"
"今年11月","971","9","224.8245","3.7966","228.6211","12.08"
"今年12月","804","7","210.5471","3.1978","213.7449","11.30"
"明年1月","363","0","105.9763","0","105.9763","5.60"
"明年2月","410","2","132.1994","0.2279","132.4273","7.00"
"明年3月","331","3","62.0492","0.5709","62.6201","3.31"
"明年4月","270","0","50.9276","0","50.9276","2.69"
"明年5月","157","1","25.8906","0.3723","26.2629","1.39"
"明年6月","148","0","24.7450","0","24.7450","1.31"
"明年7月","87","0","14.8490","0","14.8490","0.78"
"明年8月","97","0","14.9767","0","14.9767","0.79"
"明年9月","69","0","10.3762","0","10.3762","0.55"
"明年10月","48","0","6.3923","0","6.3923","0.34"
"明年11月","27","1","3.7436","0.1487","3.8923","0.21"
"明年12月","15","0","2.3673","0","2.3673","0.13"
"後年","3","0","1.0191","0","1.0191","0.05"
