"調查年度",93,"放養面積","(公頃)"
"魚種名稱","鰻魚","放養數量","(尾、粒、隻)"
"所屬縣市","養殖口數",,"養殖面積（公頃）",,,,"放養數量"
,"單養","混養","單養","混養","合　計","百分比(%)","單養","混養"
"全國","0","0","0","0","0","0","0","0"
"屏東縣","59","2","10.4800","0.7300","11.2100","0.84","1,415,787","45,000"
"臺南縣","415","5","175.2700","3.4800","178.7500","13.42","30,400,370","355,400"
"雲林縣","1,664","42","272.7600","7.1900","279.9500","21.02","43,389,550","5,832,000"
"嘉義縣","2,011","6","568.6100","2.2700","570.8800","42.86","56,276,700","309,000"
"高雄縣","406","1","163.6600","0.0500","163.7100","12.29","16,623,800","195,000"
"彰化縣","996","9","125.0200","1.2100","126.2300","9.48","78,216,450","180,900"
"臺南市","4","0","1.0100","0","1.0100","0.08","40,000","0"
"宜蘭縣","2","0","0.2900","0","0.2900","0.02","35,000","0"
"桃園縣","0","0","0","0","0","0","0","0"
"花蓮縣","0","0","0","0","0","0","0","0"
"臺東縣","0","0","0","0","0","0","0","0"
"澎湖縣","0","0","0","0","0","0","0","0"
"新竹縣","0","0","0","0","0","0","0","0"
"南投縣","0","0","0","0","0","0","0","0"
"臺北縣","0","0","0","0","0","0","0","0"
"新竹市","0","0","0","0","0","0","0","0"
"苗栗縣","0","0","0","0","0","0","0","0"
"臺中縣","0","0","0","0","0","0","0","0"
"嘉義市","0","0","0","0","0","0","0","0"
"高雄市","0","0","0","0","0","0","0","0"
"臺北市","0","0","0","0","0","0","0","0"
"臺中市","0","0","0","0","0","0","0","0"
"基隆市","0","0","0","0","0","0","0","0"
"連江縣","0","0","0","0","0","0","0","0"
"金門縣","0","0","0","0","0","0","0","0"
"合　計","5,557","65","1,317.1000","14.9300","1,332.0300","100.00","226,397,657","6,917,300"
"土地權利別"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"室內","3","0","0.6500","0","0.6500","0.05"
"室外","5,542","65","1,311.8900","14.9300","1,326.8200","99.61"
"兼有","12","0","4.5600","0","4.5600","0.34"
"經營型態"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"魚苗繁殖","131","2","21.9700","0.8500","22.8200","1.71"
"中間養成","1,126","14","230.3100","2.9900","233.3000","17.51"
"成魚養成","3,347","35","903.9400","8.8200","912.7600","68.52"
"蓄養可上市之成魚","953","14","160.8800","2.2700","163.1500","12.25"
"養殖池水"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"淡水","5,444","52","1,282.8000","11.1500","1,293.9500","97.45"
"鹹水","0","0","0","0","0","0"
"半淡鹹水","104","12","30.0700","3.7300","33.8000","2.55"
"擬收獲期"
"預定收獲月份","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"今年5月","39","0","11.6300","0","11.6300","0.87"
"今年6月","105","0","35.3200","0","35.3200","2.65"
"今年7月","216","1","69.2100","0.3700","69.5800","5.23"
"今年8月","286","1","97.2900","0.3600","97.6500","7.33"
"今年9月","451","0","126.2500","0","126.2500","9.48"
"今年10月","728","3","168.2900","0.7000","168.9900","12.69"
"今年11月","637","18","168.7900","4.6300","173.4200","13.03"
"今年12月","805","29","192.5100","5.3400","197.8500","14.86"
"明年1月","273","3","64.5900","0.5000","65.0900","4.89"
"明年2月","395","1","86.3700","0.7300","87.1000","6.54"
"明年3月","370","2","81.0900","0.0900","81.1800","6.10"
"明年4月","363","2","62.0900","0.2400","62.3300","4.68"
"明年5月","316","4","54.4800","1.8500","56.3300","4.23"
"明年6月","224","0","37.5400","0","37.5400","2.82"
"明年7月","111","1","18.9000","0.1200","19.0200","1.43"
"明年8月","87","0","12.8000","0","12.8000","0.96"
"明年9月","44","0","7.7000","0","7.7000","0.58"
"明年10月","57","0","11.4700","0","11.4700","0.86"
"明年11月","15","0","2.3300","0","2.3300","0.18"
"明年12月","6","0","1.3400","0","1.3400","0.10"
"後年","26","0","6.5000","0","6.5000","0.49"
