"調查年度",92,"放養面積","(公頃)"
"魚種名稱","黑鯛","放養數量","(尾、粒、隻)"
"所屬縣市","養殖口數",,"養殖面積（公頃）",,,,"放養數量"
,"單養","混養","單養","混養","合　計","百分比(%)","單養","混養"
"全國","0","0","0","0","0","0","0","0"
"屏東縣","0","0","0","0","0","0","0","0"
"臺南縣","20","12","14.5500","4.7300","19.2800","14.75","770,000","295,000"
"雲林縣","78","0","17.5000","0","17.5000","13.39","1,045,202","0"
"嘉義縣","155","18","45.4100","5.9500","51.3600","39.29","3,706,250","745,400"
"高雄縣","115","0","34.0400","0","34.0400","26.04","1,796,000","4,000"
"彰化縣","6","1","1.7800","0.4000","2.1800","1.67","414,000","5,000"
"臺南市","20","2","5.4800","0.8800","6.3600","4.87","5,900,000","25,000"
"宜蘭縣","0","0","0","0","0","0","0","0"
"桃園縣","0","0","0","0","0","0","0","0"
"花蓮縣","0","0","0","0","0","0","0","0"
"臺東縣","0","0","0","0","0","0","0","0"
"澎湖縣","0","0","0","0","0","0","0","0"
"新竹縣","0","0","0","0","0","0","0","2,500"
"南投縣","0","0","0","0","0","0","0","0"
"臺北縣","0","0","0","0","0","0","0","0"
"新竹市","0","0","0","0","0","0","0","0"
"苗栗縣","0","0","0","0","0","0","0","0"
"臺中縣","0","0","0","0","0","0","0","0"
"嘉義市","0","0","0","0","0","0","0","0"
"高雄市","0","0","0","0","0","0","0","0"
"臺北市","0","0","0","0","0","0","0","0"
"臺中市","0","0","0","0","0","0","0","0"
"基隆市","0","0","0","0","0","0","0","0"
"連江縣","0","0","0","0","0","0","0","0"
"金門縣","0","0","0","0","0","0","0","0"
"合　計","394","33","118.7600","11.9600","130.7200","100.00","13,631,452","1,076,900"
"土地權利別"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"室內","0","0","0","0","0","0"
"室外","394","33","118.7600","11.9600","130.7200","100.00"
"兼有","0","0","0","0","0","0"
"經營型態"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"魚苗繁殖","32","0","8.3100","0","8.3100","6.36"
"中間養成","135","1","40.1200","0.6200","40.7400","31.17"
"成魚養成","188","32","59.0700","11.3400","70.4100","53.86"
"蓄養可上市之成魚","39","0","11.2600","0","11.2600","8.61"
"養殖池水"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"淡水","44","0","9.1700","0","9.1700","9.35"
"鹹水","0","0","0","0","0","0"
"半淡鹹水","226","26","79.2100","9.7400","88.9500","90.65"
"擬收獲期"
"預定收獲月份","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"今年5月","1","1","0.1800","0.4000","0.5800","0.44"
"今年6月","6","0","2.0300","0","2.0300","1.55"
"今年7月","16","0","3.2800","0","3.2800","2.51"
"今年8月","39","0","9.5600","0","9.5600","7.31"
"今年9月","23","1","17.4000","0.6200","18.0200","13.79"
"今年10月","31","3","10.2800","0.8300","11.1100","8.50"
"今年11月","92","7","24.2300","2.7800","27.0100","20.66"
"今年12月","82","4","22.5600","1.4600","24.0200","18.38"
"明年1月","14","3","3.4500","1.5100","4.9600","3.79"
"明年2月","8","6","2.3900","1.7100","4.1000","3.14"
"明年3月","11","4","3.0500","1.2200","4.2700","3.27"
"明年4月","6","4","1.9200","1.4300","3.3500","2.56"
"明年5月","7","0","1.4100","0","1.4100","1.08"
"明年6月","9","0","2.3900","0","2.3900","1.83"
"明年7月","9","0","2.7300","0","2.7300","2.09"
"明年8月","14","0","4.4200","0","4.4200","3.38"
"明年9月","8","0","2.4000","0","2.4000","1.84"
"明年10月","5","0","1.7100","0","1.7100","1.31"
"明年11月","2","0","0.7800","0","0.7800","0.60"
"明年12月","3","0","0.3100","0","0.3100","0.24"
"後年","8","0","2.2800","0","2.2800","1.74"
