"調查年度",90,"放養面積","(公頃)"
"魚種名稱","黑鯛","放養數量","(尾、粒、隻)"
"所屬縣市","養殖口數",,"養殖面積（公頃）",,,,"放養數量"
,"單養","混養","單養","混養","合　計","百分比(%)","單養","混養"
"全國","0","0","0","0","0","0","0","0"
"屏東縣","12","5","3.3604","2.5818","5.9422","3.19","166,000","160,000"
"臺南縣","43","36","16.0818","15.8768","31.9586","17.18","782,500","506,100"
"雲林縣","1","1","0.3918","0.7643","1.1561","0.62","33,000","71,600"
"嘉義縣","248","51","73.5568","18.6759","92.2327","49.58","5,108,400","1,349,550"
"高雄縣","141","5","42.2862","1.4672","43.7534","23.52","2,635,100","134,000"
"彰化縣","24","2","4.7688","0.1320","4.9008","2.63","417,800","45,900"
"臺南市","30","1","5.7407","0.3454","6.0861","3.27","4,130,000","10,160"
"宜蘭縣","0","0","0","0","0","0","0","0"
"桃園縣","0","0","0","0","0","0","0","0"
"花蓮縣","0","0","0","0","0","0","0","0"
"臺東縣","0","0","0","0","0","0","0","0"
"澎湖縣","0","0","0","0","0","0","0","0"
"新竹縣","0","0","0","0","0","0","0","0"
"南投縣","0","0","0","0","0","0","0","0"
"臺北縣","0","0","0","0","0","0","0","0"
"新竹市","0","0","0","0","0","0","0","0"
"苗栗縣","0","0","0","0","0","0","0","0"
"臺中縣","0","0","0","0","0","0","0","0"
"嘉義市","0","0","0","0","0","0","0","0"
"高雄市","0","0","0","0","0","0","0","0"
"臺北市","0","0","0","0","0","0","0","0"
"臺中市","0","0","0","0","0","0","0","0"
"基隆市","0","0","0","0","0","0","0","0"
"連江縣","0","0","0","0","0","0","0","0"
"金門縣","0","0","0","0","0","0","0","0"
"合　計","499","101","146.1865","39.8434","186.0299","100.00","13,272,800","2,277,310"
"土地權利別"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"室內","0","0","0","0","0","0"
"室外","499","101","146.1865","39.8434","186.0299","100.00"
"兼有","0","0","0","0","0","0"
"經營型態"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"魚苗繁殖","51","6","8.3411","0.5111","8.8522","4.76"
"中間養成","83","10","22.9615","4.2920","27.2535","14.65"
"成魚養成","326","84","103.5439","34.4414","137.9853","74.17"
"蓄養可上市之成魚","39","1","11.3400","0.5989","11.9389","6.42"
"養殖池水"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"淡水","89","9","17.8109","2.3347","20.1456","14.71"
"鹹水","0","0","0","0","0","0"
"半淡鹹水","302","51","98.1519","18.6163","116.7682","85.29"
"擬收獲期"
"預定收獲月份","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"今年5月","2","0","1.0704","0","1.0704","0.58"
"今年6月","11","0","2.9393","0","2.9393","1.58"
"今年7月","36","1","7.6514","0.0898","7.7412","4.16"
"今年8月","38","3","8.1772","0.6107","8.7879","4.72"
"今年9月","66","7","20.3287","2.3997","22.7284","12.22"
"今年10月","84","15","25.1972","5.3170","30.5142","16.40"
"今年11月","82","15","25.8303","6.9617","32.7920","17.63"
"今年12月","94","26","29.7398","10.0117","39.7515","21.37"
"明年1月","14","5","3.1572","2.0824","5.2396","2.82"
"明年2月","23","19","6.8930","7.0983","13.9913","7.52"
"明年3月","9","1","3.1141","0.6499","3.7640","2.02"
"明年4月","5","5","1.5152","3.6909","5.2061","2.80"
"明年5月","11","0","2.7355","0","2.7355","1.47"
"明年6月","9","0","2.5838","0","2.5838","1.39"
"明年7月","6","1","2.1793","0.0631","2.2424","1.21"
"明年8月","4","0","1.4295","0","1.4295","0.77"
"明年9月","2","3","0.5746","0.8682","1.4428","0.78"
"明年10月","1","0","0.1460","0","0.1460","0.08"
"明年11月","1","0","0.5711","0","0.5711","0.31"
"明年12月","1","0","0.3529","0","0.3529","0.19"
"後年","0","0","0","0","0","0"
