"調查年度",91,"放養面積","(公頃)"
"魚種名稱","觀賞魚","放養數量","(尾、粒、隻)"
"所屬縣市","養殖口數",,"養殖面積（公頃）",,,,"放養數量"
,"單養","混養","單養","混養","合　計","百分比(%)","單養","混養"
"全國","0","0","0","0","0","0","0","0"
"屏東縣","385","0","50.0900","0","50.0900","58.84","189,725,850","0"
"臺南縣","81","0","10.7600","0","10.7600","12.64","4,715,620","19,000"
"雲林縣","21","0","2.2500","0","2.2500","2.64","15,968","0"
"嘉義縣","8","0","0.7700","0","0.7700","0.90","111,500","250"
"高雄縣","40","0","3.7600","0","3.7600","4.42","479,500","0"
"彰化縣","160","0","12.1000","0","12.1000","14.21","1,286,000","0"
"臺南市","3","0","0.3000","0","0.3000","0.35","7,000","0"
"宜蘭縣","41","0","4.9600","0","4.9600","5.83","1,776,300","0"
"桃園縣","0","0","0","0","0","0","0","0"
"花蓮縣","0","3","0","0.1400","0.1400","0.16","0","3,000"
"臺東縣","0","0","0","0","0","0","0","0"
"澎湖縣","0","0","0","0","0","0","0","0"
"新竹縣","0","0","0","0","0","0","0","0"
"南投縣","0","0","0","0","0","0","0","0"
"臺北縣","0","0","0","0","0","0","0","0"
"新竹市","0","0","0","0","0","0","0","0"
"苗栗縣","0","0","0","0","0","0","0","0"
"臺中縣","0","0","0","0","0","0","0","0"
"嘉義市","0","0","0","0","0","0","0","0"
"高雄市","0","0","0","0","0","0","0","0"
"臺北市","0","0","0","0","0","0","0","0"
"臺中市","0","0","0","0","0","0","0","0"
"基隆市","0","0","0","0","0","0","0","0"
"連江縣","0","0","0","0","0","0","0","0"
"金門縣","0","0","0","0","0","0","0","0"
"合　計","739","3","84.9900","0.1400","85.1300","100.00","198,117,738","22,250"
"土地權利別"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"室內","26","0","0.9500","0","0.9500","1.12"
"室外","712","3","83.8000","0.1400","83.9400","98.60"
"兼有","1","0","0.2400","0","0.2400","0.28"
"經營型態"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"魚苗繁殖","222","0","21.9100","0","21.9100","25.74"
"中間養成","307","0","36.5900","0","36.5900","42.98"
"成魚養成","118","3","12.9100","0.1400","13.0500","15.33"
"蓄養可上市之成魚","92","0","13.5800","0","13.5800","15.95"
"養殖池水"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"淡水","705","3","81.1400","0.1400","81.2800","96.91"
"鹹水","0","0","0","0","0","0"
"半淡鹹水","26","0","2.5900","0","2.5900","3.09"
"擬收獲期"
"預定收獲月份","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"今年5月","6","0","0.1600","0","0.1600","0.19"
"今年6月","59","0","6.7800","0","6.7800","7.96"
"今年7月","96","0","9.5600","0","9.5600","11.23"
"今年8月","109","1","11.1200","0.0400","11.1600","13.11"
"今年9月","82","0","12.9900","0","12.9900","15.26"
"今年10月","120","0","16.9100","0","16.9100","19.86"
"今年11月","74","1","10.3700","0.0400","10.4100","12.23"
"今年12月","112","0","8.6800","0","8.6800","10.20"
"明年1月","6","0","0.2600","0","0.2600","0.31"
"明年2月","6","0","0.4700","0","0.4700","0.55"
"明年3月","39","0","4.8100","0","4.8100","5.65"
"明年4月","7","0","0.7800","0","0.7800","0.92"
"明年5月","5","1","0.5400","0.0600","0.6000","0.70"
"明年6月","1","0","0.2900","0","0.2900","0.34"
"明年7月","5","0","0.5600","0","0.5600","0.66"
"明年8月","3","0","0.2100","0","0.2100","0.25"
"明年9月","0","0","0","0","0","0"
"明年10月","4","0","0.2300","0","0.2300","0.27"
"明年11月","1","0","0.0400","0","0.0400","0.05"
"明年12月","2","0","0.1000","0","0.1000","0.12"
"後年","2","0","0.1300","0","0.1300","0.15"
