"調查年度",95,"放養面積","4.3437(公頃)"
"魚種名稱","鱒魚","放養數量","347,000(尾、粒、隻)"
"所屬縣市","養殖口數",,"養殖面積（公頃）",,,,"放養數量"
,"單養","混養","單養","混養","合　計","百分比(%)","單養","混養"
"合　計","20","7","4.3437","1.6956","6.0393","100.00","347,000","744,000"
"屏東縣","0","0","0","0","0","0","0","0"
"臺南縣","0","0","0","0","0","0","0","0"
"雲林縣","0","0","0","0","0","0","0","0"
"嘉義縣","2","0","0.8183","0","0.8183","13.55","70,000","0"
"高雄縣","0","0","0","0","0","0","0","0"
"彰化縣","0","0","0","0","0","0","0","0"
"臺南市","0","0","0","0","0","0","0","0"
"宜蘭縣","13","0","2.9036","0","2.9036","48.08","77,000","0"
"桃園縣","0","0","0","0","0","0","0","0"
"花蓮縣","0","0","0","0","0","0","0","0"
"臺東縣","0","0","0","0","0","0","0","0"
"澎湖縣","0","0","0","0","0","0","0","0"
"新竹縣","2","3","0.2000","0.5285","0.7285","12.06","20,000","259,000"
"南投縣","1","3","0.0550","1.0371","1.0921","18.08","50,000","435,000"
"臺北縣","2","1","0.3668","0.1300","0.4968","8.23","130,000","50,000"
"新竹市","0","0","0","0","0","0","0","0"
"苗栗縣","0","0","0","0","0","0","0","0"
"臺中縣","0","0","0","0","0","0","0","0"
"嘉義市","0","0","0","0","0","0","0","0"
"高雄市","0","0","0","0","0","0","0","0"
"臺北市","0","0","0","0","0","0","0","0"
"臺中市","0","0","0","0","0","0","0","0"
"基隆市","0","0","0","0","0","0","0","0"
"連江縣","0","0","0","0","0","0","0","0"
"金門縣","0","0","0","0","0","0","0","0"
"土地權利別"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"公有","0","1","0","0.3371","0.3371","5.58"
"自有","16","1","4.0219","0.0845","4.1064","67.99"
"公有租用","1","2","0.0550","0.7000","0.7550","12.50"
"私有租用","3","3","0.2668","0.5740","0.8408","13.92"
"私有","0","0","0","0","0","0"
"經營型態"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"魚苗繁殖","1","2","0.0550","0.7000","0.7550","12.50"
"中間養成","1","1","0","0.3000","0.3000","4.97"
"成魚養成","18","4","4.2887","0.6956","4.9843","82.53"
"養殖池水"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"淡水","18","7","3.5254","1.6956","5.2210","86.45"
"純海水","0","0","0","0","0","0"
"半淡鹹水","2","0","0.8183","0","0.8183","13.55"
"擬收獲期"
"預定收獲月份","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"今年5月","0","0","0","0","0","0"
"今年6月","0","0","0","0","0","0"
"今年7月","0","0","0","0","0","0"
"今年8月","2","0","0.8183","0","0.8183","13.55"
"今年9月","0","1","0","0.1300","0.1300","2.15"
"今年10月","1","1","0","0.0845","0.0845","1.40"
"今年11月","0","0","0","0","0","0"
"今年12月","8","0","0.3333","0","0.3333","5.52"
"明年1月","0","0","0","0","0","0"
"明年2月","1","2","0.0550","0.7000","0.7550","12.50"
"明年3月","7","0","2.8371","0","2.8371","46.98"
"明年4月","1","0","0.3000","0","0.3000","4.97"
"明年5月","0","1","0","0.3371","0.3371","5.58"
"明年6月","0","0","0","0","0","0"
"明年7月","0","0","0","0","0","0"
"明年8月","0","1","0","0.3000","0.3000","4.97"
"明年9月","0","1","0","0.1440","0.1440","2.38"
"明年10月","0","0","0","0","0","0"
"明年11月","0","0","0","0","0","0"
"明年12月","0","0","0","0","0","0"
"後年","0","0","0","0","0","0"
"今年4月","0","0","0","0","0","0"
"今年1月","0","0","0","0","0","0"
"今年3月","0","0","0","0","0","0"
"今年2月","0","0","0","0","0","0"
