"調查年度",94,"放養面積","(公頃)"
"魚種名稱","鱒魚","放養數量","(尾、粒、隻)"
"所屬縣市","養殖口數",,"養殖面積（公頃）",,,,"放養數量"
,"單養","混養","單養","混養","合　計","百分比(%)","單養","混養"
"全國","0","0","0","0","0","0","0","0"
"屏東縣","9","0","1.5900","0","1.5900","6.87","82,000","0"
"臺南縣","0","0","0","0","0","0","0","0"
"雲林縣","0","0","0","0","0","0","0","0"
"嘉義縣","0","0","0","0","0","0","0","0"
"高雄縣","0","0","0","0","0","0","0","0"
"彰化縣","0","0","0","0","0","0","0","0"
"臺南市","0","0","0","0","0","0","0","0"
"宜蘭縣","3","0","0.1400","0","0.1400","0.61","60,000","0"
"桃園縣","0","0","0","0","0","0","0","0"
"花蓮縣","18","12","11.6200","9.7800","21.4000","92.52","459,200","383,700"
"臺東縣","0","0","0","0","0","0","0","0"
"澎湖縣","0","0","0","0","0","0","0","0"
"新竹縣","0","0","0","0","0","0","0","0"
"南投縣","0","0","0","0","0","0","0","0"
"臺北縣","0","0","0","0","0","0","0","0"
"新竹市","0","0","0","0","0","0","0","0"
"苗栗縣","0","0","0","0","0","0","0","0"
"臺中縣","0","0","0","0","0","0","0","0"
"嘉義市","0","0","0","0","0","0","0","0"
"高雄市","0","0","0","0","0","0","0","0"
"臺北市","0","0","0","0","0","0","0","0"
"臺中市","0","0","0","0","0","0","0","0"
"基隆市","0","0","0","0","0","0","0","0"
"連江縣","0","0","0","0","0","0","0","0"
"金門縣","0","0","0","0","0","0","0","0"
"合　計","30","12","13.3500","9.7800","23.1300","100.00","601,200","383,700"
"土地權利別"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"室內","0","0","0","0","0","0"
"室外","30","12","13.3500","9.7800","23.1300","100.00"
"兼有","0","0","0","0","0","0"
"經營型態"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"魚苗繁殖","10","8","6.3100","5.4000","11.7100","50.63"
"中間養成","7","4","4.2000","4.3800","8.5800","37.09"
"成魚養成","13","0","2.8400","0","2.8400","12.28"
"蓄養可上市之成魚","0","0","0","0","0","0"
"養殖池水"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"淡水","30","12","13.3500","9.7800","23.1300","100.00"
"鹹水","0","0","0","0","0","0"
"半淡鹹水","0","0","0","0","0","0"
"擬收獲期"
"預定收獲月份","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"今年5月","0","0","0","0","0","0"
"今年6月","1","0","1.1100","0","1.1100","4.80"
"今年7月","1","0","0.0700","0","0.0700","0.30"
"今年8月","2","0","0.3900","0","0.3900","1.69"
"今年9月","10","0","3.1400","0","3.1400","13.58"
"今年10月","2","0","0.2900","0","0.2900","1.25"
"今年11月","0","2","0","2.0100","2.0100","8.69"
"今年12月","1","1","0","0.3900","0.3900","1.69"
"明年1月","2","1","0.7500","1.9800","2.7300","11.80"
"明年2月","1","0","0.6200","0","0.6200","2.68"
"明年3月","2","0","1.6200","0","1.6200","7.00"
"明年4月","2","1","0.8200","0.6700","1.4900","6.44"
"明年5月","3","1","2.7500","0.4000","3.1500","13.62"
"明年6月","1","2","0.7700","0.5400","1.3100","5.66"
"明年7月","1","2","0.4300","2.1900","2.6200","11.33"
"明年8月","0","0","0","0","0","0"
"明年9月","0","1","0","0.4100","0.4100","1.77"
"明年10月","1","1","0.5900","1.1900","1.7800","7.70"
"明年11月","0","0","0","0","0","0"
"明年12月","0","0","0","0","0","0"
"後年","0","0","0","0","0","0"
